word,vector
"друцу
",[ 5. 18. 21. 24. 21.  0.]
"вожму
",[ 3. 16.  8. 14. 21.  0.]
"хивря
",[23. 10.  3. 18. 33.  0.]
"вопки
",[ 3. 16. 17. 12. 10.  0.]
"роган
",[18. 16.  4.  1. 15.  0.]
"гущей
",[ 4. 21. 27.  6. 11.  0.]
"ржами
",[18.  8.  1. 14. 10.  0.]
"смута
",[19. 14. 21. 20.  1.  0.]
"опрос
",[16. 17. 18. 16. 19.  0.]
"гарду
",[ 4.  1. 18.  5. 21.  0.]
"синец
",[19. 10. 15.  6. 24.  0.]
"могши
",[14. 16.  4. 26. 10.  0.]
"бозон
",[ 2. 16.  9. 16. 15.  0.]
"ячать
",[33. 25.  1. 20. 28.  0.]
"негре
",[15.  6.  4. 18.  6.  0.]
"винье
",[ 3. 10. 15. 28.  6.  0.]
"дрогн
",[ 5. 18. 16.  4. 15.  0.]
"лихор
",[13. 10. 23. 16. 18.  0.]
"архип
",[ 1. 18. 23. 10. 17.  0.]
"туфли
",[20. 21. 22. 13. 10.  0.]
"цацах
",[24.  1. 24.  1. 23.  0.]
"мирно
",[14. 10. 18. 15. 16.  0.]
"обста
",[16.  2. 19. 20.  1.  0.]
"ливан
",[13. 10.  3.  1. 15.  0.]
"ласта
",[13.  1. 19. 20.  1.  0.]
"офисе
",[16. 22. 10. 19.  6.  0.]
"наших
",[15.  1. 26. 10. 23.  0.]
"вервь
",[ 3.  6. 18.  3. 28.  0.]
"паяли
",[17.  1. 33. 13. 10.  0.]
"эфиру
",[31. 22. 10. 18. 21.  0.]
"кроен
",[12. 18. 16.  6. 15.  0.]
"ухтою
",[21. 23. 20. 16. 32.  0.]
"никла
",[15. 10. 12. 13.  1.  0.]
"гумме
",[ 4. 21. 14. 14.  6.  0.]
"шелки
",[26.  6. 13. 12. 10.  0.]
"плавя
",[17. 13.  1.  3. 33.  0.]
"федьк
",[22.  6.  5. 28. 12.  0.]
"шитво
",[26. 10. 20.  3. 16.  0.]
"люкса
",[13. 32. 12. 19.  1.  0.]
"роною
",[18. 16. 15. 16. 32.  0.]
"ехала
",[ 6. 23.  1. 13.  1.  0.]
"затеи
",[ 9.  1. 20.  6. 10.  0.]
"насею
",[15.  1. 19.  6. 32.  0.]
"атако
",[ 1. 20.  1. 12. 16.  0.]
"обвис
",[16.  2.  3. 10. 19.  0.]
"отчет
",[16. 20. 25.  6. 20.  0.]
"чернь
",[25.  6. 18. 15. 28.  0.]
"акцию
",[ 1. 12. 24. 10. 32.  0.]
"редко
",[18.  6.  5. 12. 16.  0.]
"сцинк
",[19. 24. 10. 15. 12.  0.]
"луней
",[13. 21. 15.  6. 11.  0.]
"опоры
",[16. 17. 16. 18. 29.  0.]
"сарою
",[19.  1. 18. 16. 32.  0.]
"шерла
",[26.  6. 18. 13.  1.  0.]
"канун
",[12.  1. 15. 21. 15.  0.]
"сумок
",[19. 21. 14. 16. 12.  0.]
"почвы
",[17. 16. 25.  3. 29.  0.]
"ватка
",[ 3.  1. 20. 12.  1.  0.]
"аркой
",[ 1. 18. 12. 16. 11.  0.]
"севец
",[19.  6.  3.  6. 24.  0.]
"таяли
",[20.  1. 33. 13. 10.  0.]
"влило
",[ 3. 13. 10. 13. 16.  0.]
"дукат
",[ 5. 21. 12.  1. 20.  0.]
"софию
",[19. 16. 22. 10. 32.  0.]
"приде
",[17. 18. 10.  5.  6.  0.]
"зияют
",[ 9. 10. 33. 32. 20.  0.]
"баром
",[ 2.  1. 18. 16. 14.  0.]
"тиглю
",[20. 10.  4. 13. 32.  0.]
"копки
",[12. 16. 17. 12. 10.  0.]
"лубны
",[13. 21.  2. 15. 29.  0.]
"косец
",[12. 16. 19.  6. 24.  0.]
"штосе
",[26. 20. 16. 19.  6.  0.]
"обрад
",[16.  2. 18.  1.  5.  0.]
"иглам
",[10.  4. 13.  1. 14.  0.]
"вдуну
",[ 3.  5. 21. 15. 21.  0.]
"отжав
",[16. 20.  8.  1.  3.  0.]
"вкупе
",[ 3. 12. 21. 17.  6.  0.]
"детей
",[ 5.  6. 20.  6. 11.  0.]
"флинт
",[22. 13. 10. 15. 20.  0.]
"тапок
",[20.  1. 17. 16. 12.  0.]
"ткете
",[20. 12.  6. 20.  6.  0.]
"лосев
",[13. 16. 19.  6.  3.  0.]
"генку
",[ 4.  6. 15. 12. 21.  0.]
"очное
",[16. 25. 15. 16.  6.  0.]
"таких
",[20.  1. 12. 10. 23.  0.]
"флеру
",[22. 13.  6. 18. 21.  0.]
"грезу
",[ 4. 18.  6.  9. 21.  0.]
"бунах
",[ 2. 21. 15.  1. 23.  0.]
"каймы
",[12.  1. 11. 14. 29.  0.]
"клике
",[12. 13. 10. 12.  6.  0.]
"свата
",[19.  3.  1. 20.  1.  0.]
"крупы
",[12. 18. 21. 17. 29.  0.]
"проси
",[17. 18. 16. 19. 10.  0.]
"визах
",[ 3. 10.  9.  1. 23.  0.]
"молам
",[14. 16. 13.  1. 14.  0.]
"черты
",[25.  6. 18. 20. 29.  0.]
"ржище
",[18.  8. 10. 27.  6.  0.]
"битья
",[ 2. 10. 20. 28. 33.  0.]
"штабы
",[26. 20.  1.  2. 29.  0.]
"вскоч
",[ 3. 19. 12. 16. 25.  0.]
"загов
",[ 9.  1.  4. 16.  3.  0.]
"запив
",[ 9.  1. 17. 10.  3.  0.]
"майей
",[14.  1. 11.  6. 11.  0.]
"актри
",[ 1. 12. 20. 18. 10.  0.]
"вбило
",[ 3.  2. 10. 13. 16.  0.]
"шугой
",[26. 21.  4. 16. 11.  0.]
"лузою
",[13. 21.  9. 16. 32.  0.]
"пегог
",[17.  6.  4. 16.  4.  0.]
"шваль
",[26.  3.  1. 13. 28.  0.]
"валях
",[ 3.  1. 13. 33. 23.  0.]
"вялую
",[ 3. 33. 13. 21. 32.  0.]
"впаяю
",[ 3. 17.  1. 33. 32.  0.]
"воюют
",[ 3. 16. 32. 32. 20.  0.]
"сочни
",[19. 16. 25. 15. 10.  0.]
"данте
",[ 5.  1. 15. 20.  6.  0.]
"серою
",[19.  6. 18. 16. 32.  0.]
"сизую
",[19. 10.  9. 21. 32.  0.]
"дешёв
",[ 5.  6. 26.  7.  3.  0.]
"пайку
",[17.  1. 11. 12. 21.  0.]
"живёт
",[ 8. 10.  3.  7. 20.  0.]
"файлы
",[22.  1. 11. 13. 29.  0.]
"качче
",[12.  1. 25. 25.  6.  0.]
"засме
",[ 9.  1. 19. 14.  6.  0.]
"танке
",[20.  1. 15. 12.  6.  0.]
"хулой
",[23. 21. 13. 16. 11.  0.]
"девал
",[ 5.  6.  3.  1. 13.  0.]
"винят
",[ 3. 10. 15. 33. 20.  0.]
"едучи
",[ 6.  5. 21. 25. 10.  0.]
"непро
",[15.  6. 17. 18. 16.  0.]
"лабаз
",[13.  1.  2.  1.  9.  0.]
"тупым
",[20. 21. 17. 29. 14.  0.]
"умять
",[21. 14. 33. 20. 28.  0.]
"мозгу
",[14. 16.  9.  4. 21.  0.]
"пейсу
",[17.  6. 11. 19. 21.  0.]
"вновь
",[ 3. 15. 16.  3. 28.  0.]
"буряк
",[ 2. 21. 18. 33. 12.  0.]
"щучьи
",[27. 21. 25. 28. 10.  0.]
"китай
",[12. 10. 20.  1. 11.  0.]
"симке
",[19. 10. 14. 12.  6.  0.]
"пешею
",[17.  6. 26.  6. 32.  0.]
"верфь
",[ 3.  6. 18. 22. 28.  0.]
"рвёшь
",[18.  3.  7. 26. 28.  0.]
"будто
",[ 2. 21.  5. 20. 16.  0.]
"душны
",[ 5. 21. 26. 15. 29.  0.]
"слито
",[19. 13. 10. 20. 16.  0.]
"агнии
",[ 1.  4. 15. 10. 10.  0.]
"вояжу
",[ 3. 16. 33.  8. 21.  0.]
"ветки
",[ 3.  6. 20. 12. 10.  0.]
"ввезя
",[ 3.  3.  6.  9. 33.  0.]
"герцу
",[ 4.  6. 18. 24. 21.  0.]
"брюту
",[ 2. 18. 32. 20. 21.  0.]
"смягч
",[19. 14. 33.  4. 25.  0.]
"утлых
",[21. 20. 13. 29. 23.  0.]
"подмо
",[17. 16.  5. 14. 16.  0.]
"просп
",[17. 18. 16. 19. 17.  0.]
"анной
",[ 1. 15. 15. 16. 11.  0.]
"нудит
",[15. 21.  5. 10. 20.  0.]
"полую
",[17. 16. 13. 21. 32.  0.]
"алеет
",[ 1. 13.  6.  6. 20.  0.]
"налил
",[15.  1. 13. 10. 13.  0.]
"нарде
",[15.  1. 18.  5.  6.  0.]
"возве
",[ 3. 16.  9.  3.  6.  0.]
"жалуй
",[ 8.  1. 13. 21. 11.  0.]
"некую
",[15.  6. 12. 21. 32.  0.]
"ратей
",[18.  1. 20.  6. 11.  0.]
"амиям
",[ 1. 14. 10. 33. 14.  0.]
"дзоту
",[ 5.  9. 16. 20. 21.  0.]
"юриях
",[32. 18. 10. 33. 23.  0.]
"порой
",[17. 16. 18. 16. 11.  0.]
"плащу
",[17. 13.  1. 27. 21.  0.]
"битые
",[ 2. 10. 20. 29.  6.  0.]
"кален
",[12.  1. 13.  6. 15.  0.]
"ероша
",[ 6. 18. 16. 26.  1.  0.]
"путчи
",[17. 21. 20. 25. 10.  0.]
"счёта
",[19. 25.  7. 20.  1.  0.]
"фраер
",[22. 18.  1.  6. 18.  0.]
"разка
",[18.  1.  9. 12.  1.  0.]
"мольб
",[14. 16. 13. 28.  2.  0.]
"грехо
",[ 4. 18.  6. 23. 16.  0.]
"корчу
",[12. 16. 18. 25. 21.  0.]
"обвин
",[16.  2.  3. 10. 15.  0.]
"неуже
",[15.  6. 21.  8.  6.  0.]
"одёжу
",[16.  5.  7.  8. 21.  0.]
"ифрит
",[10. 22. 18. 10. 20.  0.]
"рожон
",[18. 16.  8. 16. 15.  0.]
"корок
",[12. 16. 18. 16. 12.  0.]
"особи
",[16. 19. 16.  2. 10.  0.]
"плевы
",[17. 13.  6.  3. 29.  0.]
"грёза
",[ 4. 18.  7.  9.  1.  0.]
"китае
",[12. 10. 20.  1.  6.  0.]
"демен
",[ 5.  6. 14.  6. 15.  0.]
"тупят
",[20. 21. 17. 33. 20.  0.]
"утаён
",[21. 20.  1.  7. 15.  0.]
"кулич
",[12. 21. 13. 10. 25.  0.]
"щучек
",[27. 21. 25.  6. 12.  0.]
"надой
",[15.  1.  5. 16. 11.  0.]
"плесе
",[17. 13.  6. 19.  6.  0.]
"нежит
",[15.  6.  8. 10. 20.  0.]
"окраш
",[16. 12. 18.  1. 26.  0.]
"сопля
",[19. 16. 17. 13. 33.  0.]
"обсев
",[16.  2. 19.  6.  3.  0.]
"ватки
",[ 3.  1. 20. 12. 10.  0.]
"пошлю
",[17. 16. 26. 13. 32.  0.]
"удавл
",[21.  5.  1.  3. 13.  0.]
"софью
",[19. 16. 22. 28. 32.  0.]
"рясам
",[18. 33. 19.  1. 14.  0.]
"ханой
",[23.  1. 15. 16. 11.  0.]
"лассо
",[13.  1. 19. 19. 16.  0.]
"сбуде
",[19.  2. 21.  5.  6.  0.]
"венец
",[ 3.  6. 15.  6. 24.  0.]
"губки
",[ 4. 21.  2. 12. 10.  0.]
"кутну
",[12. 21. 20. 15. 21.  0.]
"норке
",[15. 16. 18. 12.  6.  0.]
"макам
",[14.  1. 12.  1. 14.  0.]
"нолях
",[15. 16. 13. 33. 23.  0.]
"упрём
",[21. 17. 18.  7. 14.  0.]
"гагра
",[ 4.  1.  4. 18.  1.  0.]
"улика
",[21. 13. 10. 12.  1.  0.]
"сияло
",[19. 10. 33. 13. 16.  0.]
"дубля
",[ 5. 21.  2. 13. 33.  0.]
"тюкал
",[20. 32. 12.  1. 13.  0.]
"каппу
",[12.  1. 17. 17. 21.  0.]
"бурно
",[ 2. 21. 18. 15. 16.  0.]
"ковар
",[12. 16.  3.  1. 18.  0.]
"подав
",[17. 16.  5.  1.  3.  0.]
"фраки
",[22. 18.  1. 12. 10.  0.]
"фьють
",[22. 28. 32. 20. 28.  0.]
"истек
",[10. 19. 20.  6. 12.  0.]
"недоб
",[15.  6.  5. 16.  2.  0.]
"родан
",[18. 16.  5.  1. 15.  0.]
"нищей
",[15. 10. 27.  6. 11.  0.]
"често
",[25.  6. 19. 20. 16.  0.]
"грязи
",[ 4. 18. 33.  9. 10.  0.]
"зубца
",[ 9. 21.  2. 24.  1.  0.]
"гарды
",[ 4.  1. 18.  5. 29.  0.]
"женят
",[ 8.  6. 15. 33. 20.  0.]
"шарлю
",[26.  1. 18. 13. 32.  0.]
"дубну
",[ 5. 21.  2. 15. 21.  0.]
"спину
",[19. 17. 10. 15. 21.  0.]
"дотро
",[ 5. 16. 20. 18. 16.  0.]
"майся
",[14.  1. 11. 19. 33.  0.]
"устью
",[21. 19. 20. 28. 32.  0.]
"хлеву
",[23. 13.  6.  3. 21.  0.]
"цезию
",[24.  6.  9. 10. 32.  0.]
"мышка
",[14. 29. 26. 12.  1.  0.]
"чубах
",[25. 21.  2.  1. 23.  0.]
"шнитт
",[26. 15. 10. 20. 20.  0.]
"ростр
",[18. 16. 19. 20. 18.  0.]
"уханю
",[21. 23.  1. 15. 32.  0.]
"взвою
",[ 3.  9.  3. 16. 32.  0.]
"юморе
",[32. 14. 16. 18.  6.  0.]
"талик
",[20.  1. 13. 10. 12.  0.]
"свету
",[19.  3.  6. 20. 21.  0.]
"пешее
",[17.  6. 26.  6.  6.  0.]
"порог
",[17. 16. 18. 16.  4.  0.]
"белев
",[ 2.  6. 13.  6.  3.  0.]
"петре
",[17.  6. 20. 18.  6.  0.]
"каюте
",[12.  1. 32. 20.  6.  0.]
"руану
",[18. 21.  1. 15. 21.  0.]
"дебют
",[ 5.  6.  2. 32. 20.  0.]
"сытог
",[19. 29. 20. 16.  4.  0.]
"юркое
",[32. 18. 12. 16.  6.  0.]
"берна
",[ 2.  6. 18. 15.  1.  0.]
"личны
",[13. 10. 25. 15. 29.  0.]
"ссади
",[19. 19.  1.  5. 10.  0.]
"ушкуй
",[21. 26. 12. 21. 11.  0.]
"клёны
",[12. 13.  7. 15. 29.  0.]
"алёне
",[ 1. 13.  7. 15.  6.  0.]
"опоят
",[16. 17. 16. 33. 20.  0.]
"пеплу
",[17.  6. 17. 13. 21.  0.]
"фоном
",[22. 16. 15. 16. 14.  0.]
"лобби
",[13. 16.  2.  2. 10.  0.]
"овире
",[16.  3. 10. 18.  6.  0.]
"химию
",[23. 10. 14. 10. 32.  0.]
"нежба
",[15.  6.  8.  2.  1.  0.]
"требо
",[20. 18.  6.  2. 16.  0.]
"вымыт
",[ 3. 29. 14. 29. 20.  0.]
"оберн
",[16.  2.  6. 18. 15.  0.]
"косит
",[12. 16. 19. 10. 20.  0.]
"верст
",[ 3.  6. 18. 19. 20.  0.]
"блине
",[ 2. 13. 10. 15.  6.  0.]
"лбова
",[13.  2. 16.  3.  1.  0.]
"сжало
",[19.  8.  1. 13. 16.  0.]
"вояки
",[ 3. 16. 33. 12. 10.  0.]
"фатой
",[22.  1. 20. 16. 11.  0.]
"авила
",[ 1.  3. 10. 13.  1.  0.]
"дохой
",[ 5. 16. 23. 16. 11.  0.]
"дрофы
",[ 5. 18. 16. 22. 29.  0.]
"загар
",[ 9.  1.  4.  1. 18.  0.]
"слало
",[19. 13.  1. 13. 16.  0.]
"берут
",[ 2.  6. 18. 21. 20.  0.]
"нарыв
",[15.  1. 18. 29.  3.  0.]
"обочь
",[16.  2. 16. 25. 28.  0.]
"тютей
",[20. 32. 20.  6. 11.  0.]
"дамку
",[ 5.  1. 14. 12. 21.  0.]
"свиль
",[19.  3. 10. 13. 28.  0.]
"хламо
",[23. 13.  1. 14. 16.  0.]
"ожгло
",[16.  8.  4. 13. 16.  0.]
"жесте
",[ 8.  6. 19. 20.  6.  0.]
"пленн
",[17. 13.  6. 15. 15.  0.]
"нерке
",[15.  6. 18. 12.  6.  0.]
"гурго
",[ 4. 21. 18.  4. 16.  0.]
"пущай
",[17. 21. 27.  1. 11.  0.]
"фыров
",[22. 29. 18. 16.  3.  0.]
"щипая
",[27. 10. 17.  1. 33.  0.]
"щитке
",[27. 10. 20. 12.  6.  0.]
"былым
",[ 2. 29. 13. 29. 14.  0.]
"героя
",[ 4.  6. 18. 16. 33.  0.]
"урвёт
",[21. 18.  3.  7. 20.  0.]
"глава
",[ 4. 13.  1.  3.  1.  0.]
"крючо
",[12. 18. 32. 25. 16.  0.]
"таешь
",[20.  1.  6. 26. 28.  0.]
"уплёл
",[21. 17. 13.  7. 13.  0.]
"качни
",[12.  1. 25. 15. 10.  0.]
"мешая
",[14.  6. 26.  1. 33.  0.]
"литье
",[13. 10. 20. 28.  6.  0.]
"логик
",[13. 16.  4. 10. 12.  0.]
"мясов
",[14. 33. 19. 16.  3.  0.]
"тужил
",[20. 21.  8. 10. 13.  0.]
"опомн
",[16. 17. 16. 14. 15.  0.]
"отъем
",[16. 20. 30.  6. 14.  0.]
"круге
",[12. 18. 21.  4.  6.  0.]
"пущим
",[17. 21. 27. 10. 14.  0.]
"узину
",[21.  9. 10. 15. 21.  0.]
"криля
",[12. 18. 10. 13. 33.  0.]
"батюш
",[ 2.  1. 20. 32. 26.  0.]
"глупи
",[ 4. 13. 21. 17. 10.  0.]
"дунеч
",[ 5. 21. 15.  6. 25.  0.]
"мираж
",[14. 10. 18.  1.  8.  0.]
"ямщик
",[33. 14. 27. 10. 12.  0.]
"долях
",[ 5. 16. 13. 33. 23.  0.]
"букве
",[ 2. 21. 12.  3.  6.  0.]
"хилей
",[23. 10. 13.  6. 11.  0.]
"оркан
",[16. 18. 12.  1. 15.  0.]
"назем
",[15.  1.  9.  6. 14.  0.]
"двере
",[ 5.  3.  6. 18.  6.  0.]
"повел
",[17. 16.  3.  6. 13.  0.]
"ежиху
",[ 6.  8. 10. 23. 21.  0.]
"униею
",[21. 15. 10.  6. 32.  0.]
"пугов
",[17. 21.  4. 16.  3.  0.]
"запре
",[ 9.  1. 17. 18.  6.  0.]
"шутко
",[26. 21. 20. 12. 16.  0.]
"масле
",[14.  1. 19. 13.  6.  0.]
"кафта
",[12.  1. 22. 20.  1.  0.]
"снохе
",[19. 15. 16. 23.  6.  0.]
"дочла
",[ 5. 16. 25. 13.  1.  0.]
"злота
",[ 9. 13. 16. 20.  1.  0.]
"божес
",[ 2. 16.  8.  6. 19.  0.]
"итожу
",[10. 20. 16.  8. 21.  0.]
"клюнь
",[12. 13. 32. 15. 28.  0.]
"зыбка
",[ 9. 29.  2. 12.  1.  0.]
"курда
",[12. 21. 18.  5.  1.  0.]
"графу
",[ 4. 18.  1. 22. 21.  0.]
"воины
",[ 3. 16. 10. 15. 29.  0.]
"вводи
",[ 3.  3. 16.  5. 10.  0.]
"ролла
",[18. 16. 13. 13.  1.  0.]
"медею
",[14.  6.  5.  6. 32.  0.]
"пятое
",[17. 33. 20. 16.  6.  0.]
"сгнию
",[19.  4. 15. 10. 32.  0.]
"марже
",[14.  1. 18.  8.  6.  0.]
"шайбы
",[26.  1. 11.  2. 29.  0.]
"плоту
",[17. 13. 16. 20. 21.  0.]
"кельн
",[12.  6. 13. 28. 15.  0.]
"выгул
",[ 3. 29.  4. 21. 13.  0.]
"хотой
",[23. 16. 20. 16. 11.  0.]
"живые
",[ 8. 10.  3. 29.  6.  0.]
"ласок
",[13.  1. 19. 16. 12.  0.]
"кзади
",[12.  9.  1.  5. 10.  0.]
"белея
",[ 2.  6. 13.  6. 33.  0.]
"муфта
",[14. 21. 22. 20.  1.  0.]
"шлифу
",[26. 13. 10. 22. 21.  0.]
"шалых
",[26.  1. 13. 29. 23.  0.]
"палаш
",[17.  1. 13.  1. 26.  0.]
"ямках
",[33. 14. 12.  1. 23.  0.]
"пряха
",[17. 18. 33. 23.  1.  0.]
"битое
",[ 2. 10. 20. 16.  6.  0.]
"тяжёл
",[20. 33.  8.  7. 13.  0.]
"пижмы
",[17. 10.  8. 14. 29.  0.]
"сивой
",[19. 10.  3. 16. 11.  0.]
"ешьте
",[ 6. 26. 28. 20.  6.  0.]
"зевак
",[ 9.  6.  3.  1. 12.  0.]
"слюнк
",[19. 13. 32. 15. 12.  0.]
"оршад
",[16. 18. 26.  1.  5.  0.]
"отдух
",[16. 20.  5. 21. 23.  0.]
"роток
",[18. 16. 20. 16. 12.  0.]
"бурны
",[ 2. 21. 18. 15. 29.  0.]
"шорою
",[26. 16. 18. 16. 32.  0.]
"велся
",[ 3.  6. 13. 19. 33.  0.]
"баска
",[ 2.  1. 19. 12.  1.  0.]
"ковок
",[12. 16.  3. 16. 12.  0.]
"рысак
",[18. 29. 19.  1. 12.  0.]
"амаль
",[ 1. 14.  1. 13. 28.  0.]
"панин
",[17.  1. 15. 10. 15.  0.]
"бесят
",[ 2.  6. 19. 33. 20.  0.]
"порол
",[17. 16. 18. 16. 13.  0.]
"почуй
",[17. 16. 25. 21. 11.  0.]
"басню
",[ 2.  1. 19. 15. 32.  0.]
"насуп
",[15.  1. 19. 21. 17.  0.]
"выдер
",[ 3. 29.  5.  6. 18.  0.]
"шурою
",[26. 21. 18. 16. 32.  0.]
"гаере
",[ 4.  1.  6. 18.  6.  0.]
"вегас
",[ 3.  6.  4.  1. 19.  0.]
"эпюре
",[31. 17. 32. 18.  6.  0.]
"цапая
",[24.  1. 17.  1. 33.  0.]
"шлеёю
",[26. 13.  6.  7. 32.  0.]
"грота
",[ 4. 18. 16. 20.  1.  0.]
"свидр
",[19.  3. 10.  5. 18.  0.]
"срама
",[19. 18.  1. 14.  1.  0.]
"волны
",[ 3. 16. 13. 15. 29.  0.]
"потоп
",[17. 16. 20. 16. 17.  0.]
"рыгай
",[18. 29.  4.  1. 11.  0.]
"фонем
",[22. 16. 15.  6. 14.  0.]
"евами
",[ 6.  3.  1. 14. 10.  0.]
"компа
",[12. 16. 14. 17.  1.  0.]
"сумой
",[19. 21. 14. 16. 11.  0.]
"маркс
",[14.  1. 18. 12. 19.  0.]
"челна
",[25.  6. 13. 15.  1.  0.]
"пивце
",[17. 10.  3. 24.  6.  0.]
"охрил
",[16. 23. 18. 10. 13.  0.]
"урман
",[21. 18. 14.  1. 15.  0.]
"афины
",[ 1. 22. 10. 15. 29.  0.]
"флота
",[22. 13. 16. 20.  1.  0.]
"целая
",[24.  6. 13.  1. 33.  0.]
"смеем
",[19. 14.  6.  6. 14.  0.]
"рутою
",[18. 21. 20. 16. 32.  0.]
"полуш
",[17. 16. 13. 21. 26.  0.]
"фению
",[22.  6. 15. 10. 32.  0.]
"высво
",[ 3. 29. 19.  3. 16.  0.]
"вежды
",[ 3.  6.  8.  5. 29.  0.]
"фарше
",[22.  1. 18. 26.  6.  0.]
"божии
",[ 2. 16.  8. 10. 10.  0.]
"ренты
",[18.  6. 15. 20. 29.  0.]
"бурта
",[ 2. 21. 18. 20.  1.  0.]
"комом
",[12. 16. 14. 16. 14.  0.]
"екать
",[ 6. 12.  1. 20. 28.  0.]
"аттес
",[ 1. 20. 20.  6. 19.  0.]
"тисни
",[20. 10. 19. 15. 10.  0.]
"фомам
",[22. 16. 14.  1. 14.  0.]
"зябки
",[ 9. 33.  2. 12. 10.  0.]
"курен
",[12. 21. 18.  6. 15.  0.]
"химус
",[23. 10. 14. 21. 19.  0.]
"шепни
",[26.  6. 17. 15. 10.  0.]
"хилые
",[23. 10. 13. 29.  6.  0.]
"акало
",[ 1. 12.  1. 13. 16.  0.]
"выдаю
",[ 3. 29.  5.  1. 32.  0.]
"крыто
",[12. 18. 29. 20. 16.  0.]
"бирма
",[ 2. 10. 18. 14.  1.  0.]
"пыпин
",[17. 29. 17. 10. 15.  0.]
"евшее
",[ 6.  3. 26.  6.  6.  0.]
"забав
",[9. 1. 2. 1. 3. 0.]
"ищите
",[10. 27. 10. 20.  6.  0.]
"хлещу
",[23. 13.  6. 27. 21.  0.]
"ринка
",[18. 10. 15. 12.  1.  0.]
"ругну
",[18. 21.  4. 15. 21.  0.]
"греть
",[ 4. 18.  6. 20. 28.  0.]
"тяжей
",[20. 33.  8.  6. 11.  0.]
"филей
",[22. 10. 13.  6. 11.  0.]
"лубка
",[13. 21.  2. 12.  1.  0.]
"вошка
",[ 3. 16. 26. 12.  1.  0.]
"пойма
",[17. 16. 11. 14.  1.  0.]
"поело
",[17. 16.  6. 13. 16.  0.]
"тузил
",[20. 21.  9. 10. 13.  0.]
"мамин
",[14.  1. 14. 10. 15.  0.]
"легро
",[13.  6.  4. 18. 16.  0.]
"рычит
",[18. 29. 25. 10. 20.  0.]
"лютуя
",[13. 32. 20. 21. 33.  0.]
"полез
",[17. 16. 13.  6.  9.  0.]
"тычем
",[20. 29. 25.  6. 14.  0.]
"пакую
",[17.  1. 12. 21. 32.  0.]
"залпы
",[ 9.  1. 13. 17. 29.  0.]
"воине
",[ 3. 16. 10. 15.  6.  0.]
"роешь
",[18. 16.  6. 26. 28.  0.]
"пития
",[17. 10. 20. 10. 33.  0.]
"басме
",[ 2.  1. 19. 14.  6.  0.]
"иссох
",[10. 19. 19. 16. 23.  0.]
"дьяво
",[ 5. 28. 33.  3. 16.  0.]
"пикою
",[17. 10. 12. 16. 32.  0.]
"гумен
",[ 4. 21. 14.  6. 15.  0.]
"паузу
",[17.  1. 21.  9. 21.  0.]
"везир
",[ 3.  6.  9. 10. 18.  0.]
"редея
",[18.  6.  5.  6. 33.  0.]
"бухты
",[ 2. 21. 23. 20. 29.  0.]
"уловы
",[21. 13. 16.  3. 29.  0.]
"пардо
",[17.  1. 18.  5. 16.  0.]
"чтецу
",[25. 20.  6. 24. 21.  0.]
"мечам
",[14.  6. 25.  1. 14.  0.]
"очных
",[16. 25. 15. 29. 23.  0.]
"памба
",[17.  1. 14.  2.  1.  0.]
"ксиве
",[12. 19. 10.  3.  6.  0.]
"попом
",[17. 16. 17. 16. 14.  0.]
"украл
",[21. 12. 18.  1. 13.  0.]
"млрд.
",[14. 13. 18.  5. 35.  0.]
"бунда
",[ 2. 21. 15.  5.  1.  0.]
"резни
",[18.  6.  9. 15. 10.  0.]
"шкивы
",[26. 12. 10.  3. 29.  0.]
"вытри
",[ 3. 29. 20. 18. 10.  0.]
"пивко
",[17. 10.  3. 12. 16.  0.]
"жирке
",[ 8. 10. 18. 12.  6.  0.]
"слёзы
",[19. 13.  7.  9. 29.  0.]
"город
",[ 4. 16. 18. 16.  5.  0.]
"мошна
",[14. 16. 26. 15.  1.  0.]
"омеги
",[16. 14.  6.  4. 10.  0.]
"трюмы
",[20. 18. 32. 14. 29.  0.]
"тувою
",[20. 21.  3. 16. 32.  0.]
"акажу
",[ 1. 12.  1.  8. 21.  0.]
"несет
",[15.  6. 19.  6. 20.  0.]
"чехлы
",[25.  6. 23. 13. 29.  0.]
"увяну
",[21.  3. 33. 15. 21.  0.]
"азиею
",[ 1.  9. 10.  6. 32.  0.]
"тайму
",[20.  1. 11. 14. 21.  0.]
"звани
",[ 9.  3.  1. 15. 10.  0.]
"убрёл
",[21.  2. 18.  7. 13.  0.]
"лидса
",[13. 10.  5. 19.  1.  0.]
"ежило
",[ 6.  8. 10. 13. 16.  0.]
"басен
",[ 2.  1. 19.  6. 15.  0.]
"обаче
",[16.  2.  1. 25.  6.  0.]
"ханом
",[23.  1. 15. 16. 14.  0.]
"сними
",[19. 15. 10. 14. 10.  0.]
"отпил
",[16. 20. 17. 10. 13.  0.]
"смена
",[19. 14.  6. 15.  1.  0.]
"вынес
",[ 3. 29. 15.  6. 19.  0.]
"ортит
",[16. 18. 20. 10. 20.  0.]
"обмял
",[16.  2. 14. 33. 13.  0.]
"лифте
",[13. 10. 22. 20.  6.  0.]
"тирсе
",[20. 10. 18. 19.  6.  0.]
"челах
",[25.  6. 13.  1. 23.  0.]
"прайд
",[17. 18.  1. 11.  5.  0.]
"песце
",[17.  6. 19. 24.  6.  0.]
"чалая
",[25.  1. 13.  1. 33.  0.]
