word,vector
"латыш
",[13.  1. 20. 29. 26.  0.]
"гадах
",[ 4.  1.  5.  1. 23.  0.]
"эсера
",[31. 19.  6. 18.  1.  0.]
"чалов
",[25.  1. 13. 16.  3.  0.]
"хвалу
",[23.  3.  1. 13. 21.  0.]
"ношен
",[15. 16. 26.  6. 15.  0.]
"нищий
",[15. 10. 27. 10. 11.  0.]
"ярило
",[33. 18. 10. 13. 16.  0.]
"морок
",[14. 16. 18. 16. 12.  0.]
"фуксе
",[22. 21. 12. 19.  6.  0.]
"рожею
",[18. 16.  8.  6. 32.  0.]
"ефесе
",[ 6. 22.  6. 19.  6.  0.]
"нелов
",[15.  6. 13. 16.  3.  0.]
"обуют
",[16.  2. 21. 32. 20.  0.]
"фетра
",[22.  6. 20. 18.  1.  0.]
"лилей
",[13. 10. 13.  6. 11.  0.]
"стриж
",[19. 20. 18. 10.  8.  0.]
"шкоту
",[26. 12. 16. 20. 21.  0.]
"сизым
",[19. 10.  9. 29. 14.  0.]
"сохра
",[19. 16. 23. 18.  1.  0.]
"измят
",[10.  9. 14. 33. 20.  0.]
"пхнёт
",[17. 23. 15.  7. 20.  0.]
"фиску
",[22. 10. 19. 12. 21.  0.]
"швеёй
",[26.  3.  6.  7. 11.  0.]
"отвор
",[16. 20.  3. 16. 18.  0.]
"актом
",[ 1. 12. 20. 16. 14.  0.]
"реймс
",[18.  6. 11. 14. 19.  0.]
"божбы
",[ 2. 16.  8.  2. 29.  0.]
"мётлы
",[14.  7. 20. 13. 29.  0.]
"мычал
",[14. 29. 25.  1. 13.  0.]
"зажил
",[ 9.  1.  8. 10. 13.  0.]
"умету
",[21. 14.  6. 20. 21.  0.]
"граца
",[ 4. 18.  1. 24.  1.  0.]
"агути
",[ 1.  4. 21. 20. 10.  0.]
"раком
",[18.  1. 12. 16. 14.  0.]
"досье
",[ 5. 16. 19. 28.  6.  0.]
"догма
",[ 5. 16.  4. 14.  1.  0.]
"дунит
",[ 5. 21. 15. 10. 20.  0.]
"проф.
",[17. 18. 16. 22. 35.  0.]
"жуёшь
",[ 8. 21.  7. 26. 28.  0.]
"шпаны
",[26. 17.  1. 15. 29.  0.]
"глыбу
",[ 4. 13. 29.  2. 21.  0.]
"йодид
",[11. 16.  5. 10.  5.  0.]
"явный
",[33.  3. 15. 29. 11.  0.]
"несла
",[15.  6. 19. 13.  1.  0.]
"фоска
",[22. 16. 19. 12.  1.  0.]
"охают
",[16. 23.  1. 32. 20.  0.]
"жигою
",[ 8. 10.  4. 16. 32.  0.]
"бурде
",[ 2. 21. 18.  5.  6.  0.]
"мучаю
",[14. 21. 25.  1. 32.  0.]
"чакан
",[25.  1. 12.  1. 15.  0.]
"тесан
",[20.  6. 19.  1. 15.  0.]
"метле
",[14.  6. 20. 13.  6.  0.]
"лукаш
",[13. 21. 12.  1. 26.  0.]
"заучи
",[ 9.  1. 21. 25. 10.  0.]
"липку
",[13. 10. 17. 12. 21.  0.]
"ряжен
",[18. 33.  8.  6. 15.  0.]
"тихая
",[20. 10. 23.  1. 33.  0.]
"счёсу
",[19. 25.  7. 19. 21.  0.]
"брати
",[ 2. 18.  1. 20. 10.  0.]
"грешн
",[ 4. 18.  6. 26. 15.  0.]
"ветхо
",[ 3.  6. 20. 23. 16.  0.]
"пеняй
",[17.  6. 15. 33. 11.  0.]
"орочи
",[16. 18. 16. 25. 10.  0.]
"тради
",[20. 18.  1.  5. 10.  0.]
"адама
",[ 1.  5.  1. 14.  1.  0.]
"мужья
",[14. 21.  8. 28. 33.  0.]
"джига
",[ 5.  8. 10.  4.  1.  0.]
"агния
",[ 1.  4. 15. 10. 33.  0.]
"тюкам
",[20. 32. 12.  1. 14.  0.]
"башек
",[ 2.  1. 26.  6. 12.  0.]
"вплёл
",[ 3. 17. 13.  7. 13.  0.]
"гошки
",[ 4. 16. 26. 12. 10.  0.]
"рассв
",[18.  1. 19. 19.  3.  0.]
"щипца
",[27. 10. 17. 24.  1.  0.]
"мучая
",[14. 21. 25.  1. 33.  0.]
"необх
",[15.  6. 16.  2. 23.  0.]
"вмест
",[ 3. 14.  6. 19. 20.  0.]
"изюму
",[10.  9. 32. 14. 21.  0.]
"ушили
",[21. 26. 10. 13. 10.  0.]
"отсею
",[16. 20. 19.  6. 32.  0.]
"занес
",[ 9.  1. 15.  6. 19.  0.]
"объев
",[16.  2. 30.  6.  3.  0.]
"душил
",[ 5. 21. 26. 10. 13.  0.]
"михаи
",[14. 10. 23.  1. 10.  0.]
"умчит
",[21. 14. 25. 10. 20.  0.]
"норку
",[15. 16. 18. 12. 21.  0.]
"керре
",[12.  6. 18. 18.  6.  0.]
"досох
",[ 5. 16. 19. 16. 23.  0.]
"льнем
",[13. 28. 15.  6. 14.  0.]
"ножич
",[15. 16.  8. 10. 25.  0.]
"сыпуч
",[19. 29. 17. 21. 25.  0.]
"наблу
",[15.  1.  2. 13. 21.  0.]
"истол
",[10. 19. 20. 16. 13.  0.]
"цыкаю
",[24. 29. 12.  1. 32.  0.]
"вором
",[ 3. 16. 18. 16. 14.  0.]
"ханже
",[23.  1. 15.  8.  6.  0.]
"сонях
",[19. 16. 15. 33. 23.  0.]
"чёсом
",[25.  7. 19. 16. 14.  0.]
"ежедн
",[ 6.  8.  6.  5. 15.  0.]
"стоик
",[19. 20. 16. 10. 12.  0.]
"полюс
",[17. 16. 13. 32. 19.  0.]
"свист
",[19.  3. 10. 19. 20.  0.]
"пшени
",[17. 26.  6. 15. 10.  0.]
"вынут
",[ 3. 29. 15. 21. 20.  0.]
"хауса
",[23.  1. 21. 19.  1.  0.]
"лирой
",[13. 10. 18. 16. 11.  0.]
"фавор
",[22.  1.  3. 16. 18.  0.]
"рожиц
",[18. 16.  8. 10. 24.  0.]
"летаю
",[13.  6. 20.  1. 32.  0.]
"гнали
",[ 4. 15.  1. 13. 10.  0.]
"лисиц
",[13. 10. 19. 10. 24.  0.]
"кривя
",[12. 18. 10.  3. 33.  0.]
"ящуре
",[33. 27. 21. 18.  6.  0.]
"займа
",[ 9.  1. 11. 14.  1.  0.]
"вскри
",[ 3. 19. 12. 18. 10.  0.]
"долив
",[ 5. 16. 13. 10.  3.  0.]
"чёбот
",[25.  7.  2. 16. 20.  0.]
"фарту
",[22.  1. 18. 20. 21.  0.]
"лысая
",[13. 29. 19.  1. 33.  0.]
"кипре
",[12. 10. 17. 18.  6.  0.]
"отжим
",[16. 20.  8. 10. 14.  0.]
"пизою
",[17. 10.  9. 16. 32.  0.]
"лавин
",[13.  1.  3. 10. 15.  0.]
"борна
",[ 2. 16. 18. 15.  1.  0.]
"чуяли
",[25. 21. 33. 13. 10.  0.]
"икнём
",[10. 12. 15.  7. 14.  0.]
"пахту
",[17.  1. 23. 20. 21.  0.]
"хаяли
",[23.  1. 33. 13. 10.  0.]
"ничег
",[15. 10. 25.  6.  4.  0.]
"показ
",[17. 16. 12.  1.  9.  0.]
"клеим
",[12. 13.  6. 10. 14.  0.]
"моему
",[14. 16.  6. 14. 21.  0.]
"сапфо
",[19.  1. 17. 22. 16.  0.]
"сочны
",[19. 16. 25. 15. 29.  0.]
"похва
",[17. 16. 23.  3.  1.  0.]
"бдела
",[ 2.  5.  6. 13.  1.  0.]
"генез
",[ 4.  6. 15.  6.  9.  0.]
"мойка
",[14. 16. 11. 12.  1.  0.]
"сулят
",[19. 21. 13. 33. 20.  0.]
"служа
",[19. 13. 21.  8.  1.  0.]
"овиру
",[16.  3. 10. 18. 21.  0.]
"витье
",[ 3. 10. 20. 28.  6.  0.]
"насче
",[15.  1. 19. 25.  6.  0.]
"салок
",[19.  1. 13. 16. 12.  0.]
"бобчи
",[ 2. 16.  2. 25. 10.  0.]
"слайд
",[19. 13.  1. 11.  5.  0.]
"прино
",[17. 18. 10. 15. 16.  0.]
"оному
",[16. 15. 16. 14. 21.  0.]
"каясь
",[12.  1. 33. 19. 28.  0.]
"пугаю
",[17. 21.  4.  1. 32.  0.]
"чемод
",[25.  6. 14. 16.  5.  0.]
"масть
",[14.  1. 19. 20. 28.  0.]
"гидов
",[ 4. 10.  5. 16.  3.  0.]
"сечём
",[19.  6. 25.  7. 14.  0.]
"шагну
",[26.  1.  4. 15. 21.  0.]
"ольху
",[16. 13. 28. 23. 21.  0.]
"грозу
",[ 4. 18. 16.  9. 21.  0.]
"лучом
",[13. 21. 25. 16. 14.  0.]
"нарта
",[15.  1. 18. 20.  1.  0.]
"сауну
",[19.  1. 21. 15. 21.  0.]
"чёлне
",[25.  7. 13. 15.  6.  0.]
"дожди
",[ 5. 16.  8.  5. 10.  0.]
"тюрби
",[20. 32. 18.  2. 10.  0.]
"чтице
",[25. 20. 10. 24.  6.  0.]
"токмо
",[20. 16. 12. 14. 16.  0.]
"дурак
",[ 5. 21. 18.  1. 12.  0.]
"чёлка
",[25.  7. 13. 12.  1.  0.]
"осады
",[16. 19.  1.  5. 29.  0.]
"ячьем
",[33. 25. 28.  6. 14.  0.]
"тахин
",[20.  1. 23. 10. 15.  0.]
"шахту
",[26.  1. 23. 20. 21.  0.]
"валил
",[ 3.  1. 13. 10. 13.  0.]
"атрек
",[ 1. 20. 18.  6. 12.  0.]
"татры
",[20.  1. 20. 18. 29.  0.]
"драим
",[ 5. 18.  1. 10. 14.  0.]
"подно
",[17. 16.  5. 15. 16.  0.]
"сивок
",[19. 10.  3. 16. 12.  0.]
"курсу
",[12. 21. 18. 19. 21.  0.]
"ездил
",[ 6.  9.  5. 10. 13.  0.]
"лупит
",[13. 21. 17. 10. 20.  0.]
"завёз
",[9. 1. 3. 7. 9. 0.]
"пухли
",[17. 21. 23. 13. 10.  0.]
"наест
",[15.  1.  6. 19. 20.  0.]
"фотки
",[22. 16. 20. 12. 10.  0.]
"опили
",[16. 17. 10. 13. 10.  0.]
"пегом
",[17.  6.  4. 16. 14.  0.]
"обуло
",[16.  2. 21. 13. 16.  0.]
"наяда
",[15.  1. 33.  5.  1.  0.]
"ойрот
",[16. 11. 18. 16. 20.  0.]
"зубищ
",[ 9. 21.  2. 10. 27.  0.]
"манов
",[14.  1. 15. 16.  3.  0.]
"форму
",[22. 16. 18. 14. 21.  0.]
"смыты
",[19. 14. 29. 20. 29.  0.]
"шафер
",[26.  1. 22.  6. 18.  0.]
"акуле
",[ 1. 12. 21. 13.  6.  0.]
"важно
",[ 3.  1.  8. 15. 16.  0.]
"келих
",[12.  6. 13. 10. 23.  0.]
"хомут
",[23. 16. 14. 21. 20.  0.]
"маяка
",[14.  1. 33. 12.  1.  0.]
"стане
",[19. 20.  1. 15.  6.  0.]
"копку
",[12. 16. 17. 12. 21.  0.]
"ипром
",[10. 17. 18. 16. 14.  0.]
"умрут
",[21. 14. 18. 21. 20.  0.]
"бригу
",[ 2. 18. 10.  4. 21.  0.]
"серую
",[19.  6. 18. 21. 32.  0.]
"менее
",[14.  6. 15.  6.  6.  0.]
"уздах
",[21.  9.  5.  1. 23.  0.]
"озабо
",[16.  9.  1.  2. 16.  0.]
"смоге
",[19. 14. 16.  4.  6.  0.]
"мычки
",[14. 29. 25. 12. 10.  0.]
"софте
",[19. 16. 22. 20.  6.  0.]
"мурле
",[14. 21. 18. 13.  6.  0.]
"отрём
",[16. 20. 18.  7. 14.  0.]
"ланна
",[13.  1. 15. 15.  1.  0.]
"калош
",[12.  1. 13. 16. 26.  0.]
"приоб
",[17. 18. 10. 16.  2.  0.]
"кофеи
",[12. 16. 22.  6. 10.  0.]
"сяких
",[19. 33. 12. 10. 23.  0.]
"бобом
",[ 2. 16.  2. 16. 14.  0.]
"карой
",[12.  1. 18. 16. 11.  0.]
"варде
",[ 3.  1. 18.  5.  6.  0.]
"заори
",[ 9.  1. 16. 18. 10.  0.]
"криза
",[12. 18. 10.  9.  1.  0.]
"риони
",[18. 10. 16. 15. 10.  0.]
"лузга
",[13. 21.  9.  4.  1.  0.]
"челам
",[25.  6. 13.  1. 14.  0.]
"иксах
",[10. 12. 19.  1. 23.  0.]
"гнейс
",[ 4. 15.  6. 11. 19.  0.]
"икота
",[10. 12. 16. 20.  1.  0.]
"уймёт
",[21. 11. 14.  7. 20.  0.]
"отвеч
",[16. 20.  3.  6. 25.  0.]
"фёклу
",[22.  7. 12. 13. 21.  0.]
"пищей
",[17. 10. 27.  6. 11.  0.]
"вбить
",[ 3.  2. 10. 20. 28.  0.]
"напет
",[15.  1. 17.  6. 20.  0.]
"остав
",[16. 19. 20.  1.  3.  0.]
"кучей
",[12. 21. 25.  6. 11.  0.]
"сложн
",[19. 13. 16.  8. 15.  0.]
"чухон
",[25. 21. 23. 16. 15.  0.]
"узнат
",[21.  9. 15.  1. 20.  0.]
"улуча
",[21. 13. 21. 25.  1.  0.]
"жидов
",[ 8. 10.  5. 16.  3.  0.]
"сосем
",[19. 16. 19.  6. 14.  0.]
"обоим
",[16.  2. 16. 10. 14.  0.]
"витим
",[ 3. 10. 20. 10. 14.  0.]
"иволг
",[10.  3. 16. 13.  4.  0.]
"леоне
",[13.  6. 16. 15.  6.  0.]
"фабри
",[22.  1.  2. 18. 10.  0.]
"натян
",[15.  1. 20. 33. 15.  0.]
"дуста
",[ 5. 21. 19. 20.  1.  0.]
"пуной
",[17. 21. 15. 16. 11.  0.]
"диоду
",[ 5. 10. 16.  5. 21.  0.]
"гусей
",[ 4. 21. 19.  6. 11.  0.]
"нагля
",[15.  1.  4. 13. 33.  0.]
"обуян
",[16.  2. 21. 33. 15.  0.]
"цепях
",[24.  6. 17. 33. 23.  0.]
"устюг
",[21. 19. 20. 32.  4.  0.]
"холод
",[23. 16. 13. 16.  5.  0.]
"языке
",[33.  9. 29. 12.  6.  0.]
"видех
",[ 3. 10.  5.  6. 23.  0.]
"лечат
",[13.  6. 25.  1. 20.  0.]
"женке
",[ 8.  6. 15. 12.  6.  0.]
"тазов
",[20.  1.  9. 16.  3.  0.]
"шагая
",[26.  1.  4.  1. 33.  0.]
"омуту
",[16. 14. 21. 20. 21.  0.]
"ранге
",[18.  1. 15.  4.  6.  0.]
"купчи
",[12. 21. 17. 25. 10.  0.]
"грабу
",[ 4. 18.  1.  2. 21.  0.]
"мысок
",[14. 29. 19. 16. 12.  0.]
"стояк
",[19. 20. 16. 33. 12.  0.]
"легче
",[13.  6.  4. 25.  6.  0.]
"чистя
",[25. 10. 19. 20. 33.  0.]
"зарез
",[ 9.  1. 18.  6.  9.  0.]
"юница
",[32. 15. 10. 24.  1.  0.]
"пожив
",[17. 16.  8. 10.  3.  0.]
"уркам
",[21. 18. 12.  1. 14.  0.]
"жабой
",[ 8.  1.  2. 16. 11.  0.]
"шлеею
",[26. 13.  6.  6. 32.  0.]
"прешь
",[17. 18.  6. 26. 28.  0.]
"лучим
",[13. 21. 25. 10. 14.  0.]
"табхи
",[20.  1.  2. 23. 10.  0.]
"сплыл
",[19. 17. 13. 29. 13.  0.]
"пауки
",[17.  1. 21. 12. 10.  0.]
"сраму
",[19. 18.  1. 14. 21.  0.]
"сенне
",[19.  6. 15. 15.  6.  0.]
"ванек
",[ 3.  1. 15.  6. 12.  0.]
"ровик
",[18. 16.  3. 10. 12.  0.]
"меряй
",[14.  6. 18. 33. 11.  0.]
"лямка
",[13. 33. 14. 12.  1.  0.]
"языку
",[33.  9. 29. 12. 21.  0.]
"ранцы
",[18.  1. 15. 24. 29.  0.]
"марлю
",[14.  1. 18. 13. 32.  0.]
"драйв
",[ 5. 18.  1. 11.  3.  0.]
"набер
",[15.  1.  2.  6. 18.  0.]
"рипах
",[18. 10. 17.  1. 23.  0.]
"птице
",[17. 20. 10. 24.  6.  0.]
"дымим
",[ 5. 29. 14. 10. 14.  0.]
"вянет
",[ 3. 33. 15.  6. 20.  0.]
"успею
",[21. 19. 17.  6. 32.  0.]
"ребят
",[18.  6.  2. 33. 20.  0.]
"бякою
",[ 2. 33. 12. 16. 32.  0.]
"шлеек
",[26. 13.  6.  6. 12.  0.]
"линуя
",[13. 10. 15. 21. 33.  0.]
"марса
",[14.  1. 18. 19.  1.  0.]
"алели
",[ 1. 13.  6. 13. 10.  0.]
"гнёта
",[ 4. 15.  7. 20.  1.  0.]
"шикну
",[26. 10. 12. 15. 21.  0.]
"ечную
",[ 6. 25. 15. 21. 32.  0.]
"мутон
",[14. 21. 20. 16. 15.  0.]
"сотым
",[19. 16. 20. 29. 14.  0.]
"джона
",[ 5.  8. 16. 15.  1.  0.]
"фадей
",[22.  1.  5.  6. 11.  0.]
"фанзу
",[22.  1. 15.  9. 21.  0.]
"уносу
",[21. 15. 16. 19. 21.  0.]
"хнычь
",[23. 15. 29. 25. 28.  0.]
"емель
",[ 6. 14.  6. 13. 28.  0.]
"кулак
",[12. 21. 13.  1. 12.  0.]
"понед
",[17. 16. 15.  6.  5.  0.]
"вопим
",[ 3. 16. 17. 10. 14.  0.]
"швецу
",[26.  3.  6. 24. 21.  0.]
"дрожи
",[ 5. 18. 16.  8. 10.  0.]
"тюхам
",[20. 32. 23.  1. 14.  0.]
"четко
",[25.  6. 20. 12. 16.  0.]
"вырой
",[ 3. 29. 18. 16. 11.  0.]
"зарой
",[ 9.  1. 18. 16. 11.  0.]
"качес
",[12.  1. 25.  6. 19.  0.]
"купце
",[12. 21. 17. 24.  6.  0.]
"линца
",[13. 10. 15. 24.  1.  0.]
"тоней
",[20. 16. 15.  6. 11.  0.]
"чакры
",[25.  1. 12. 18. 29.  0.]
"диену
",[ 5. 10.  6. 15. 21.  0.]
"шлаке
",[26. 13.  1. 12.  6.  0.]
"кушам
",[12. 21. 26.  1. 14.  0.]
"озлят
",[16.  9. 13. 33. 20.  0.]
"выужу
",[ 3. 29. 21.  8. 21.  0.]
"кайсы
",[12.  1. 11. 19. 29.  0.]
"ижоре
",[10.  8. 16. 18.  6.  0.]
"пошил
",[17. 16. 26. 10. 13.  0.]
"вырез
",[ 3. 29. 18.  6.  9.  0.]
"осами
",[16. 19.  1. 14. 10.  0.]
"шеища
",[26.  6. 10. 27.  1.  0.]
"божой
",[ 2. 16.  8. 16. 11.  0.]
"чреву
",[25. 18.  6.  3. 21.  0.]
"пенею
",[17.  6. 15.  6. 32.  0.]
"челне
",[25.  6. 13. 15.  6.  0.]
"ейске
",[ 6. 11. 19. 12.  6.  0.]
"омегу
",[16. 14.  6.  4. 21.  0.]
"избив
",[10.  9.  2. 10.  3.  0.]
"боять
",[ 2. 16. 33. 20. 28.  0.]
"коран
",[12. 16. 18.  1. 15.  0.]
"драпы
",[ 5. 18.  1. 17. 29.  0.]
"откло
",[16. 20. 12. 13. 16.  0.]
"цепка
",[24.  6. 17. 12.  1.  0.]
"доить
",[ 5. 16. 10. 20. 28.  0.]
"квасе
",[12.  3.  1. 19.  6.  0.]
"лешке
",[13.  6. 26. 12.  6.  0.]
"дурит
",[ 5. 21. 18. 10. 20.  0.]
"изшед
",[10.  9. 26.  6.  5.  0.]
"морщь
",[14. 16. 18. 27. 28.  0.]
"веред
",[ 3.  6. 18.  6.  5.  0.]
"сопку
",[19. 16. 17. 12. 21.  0.]
"утлое
",[21. 20. 13. 16.  6.  0.]
"бродь
",[ 2. 18. 16.  5. 28.  0.]
"динар
",[ 5. 10. 15.  1. 18.  0.]
"аукни
",[ 1. 21. 12. 15. 10.  0.]
"кнопу
",[12. 15. 16. 17. 21.  0.]
"вьющи
",[ 3. 28. 32. 27. 10.  0.]
"напек
",[15.  1. 17.  6. 12.  0.]
"слижу
",[19. 13. 10.  8. 21.  0.]
"вскин
",[ 3. 19. 12. 10. 15.  0.]
"урезу
",[21. 18.  6.  9. 21.  0.]
"фиске
",[22. 10. 19. 12.  6.  0.]
"эвбее
",[31.  3.  2.  6.  6.  0.]
"надув
",[15.  1.  5. 21.  3.  0.]
"истру
",[10. 19. 20. 18. 21.  0.]
"ригой
",[18. 10.  4. 16. 11.  0.]
"думою
",[ 5. 21. 14. 16. 32.  0.]
"фальш
",[22.  1. 13. 28. 26.  0.]
"лимбу
",[13. 10. 14.  2. 21.  0.]
"вгибе
",[ 3.  4. 10.  2.  6.  0.]
"челки
",[25.  6. 13. 12. 10.  0.]
"лаюсь
",[13.  1. 32. 19. 28.  0.]
"штофу
",[26. 20. 16. 22. 21.  0.]
"гуцул
",[ 4. 21. 24. 21. 13.  0.]
"оттал
",[16. 20. 20.  1. 13.  0.]
"шерпы
",[26.  6. 18. 17. 29.  0.]
"дикий
",[ 5. 10. 12. 10. 11.  0.]
"учены
",[21. 25.  6. 15. 29.  0.]
"шелом
",[26.  6. 13. 16. 14.  0.]
"судьи
",[19. 21.  5. 28. 10.  0.]
"латая
",[13.  1. 20.  1. 33.  0.]
"откос
",[16. 20. 12. 16. 19.  0.]
"итака
",[10. 20.  1. 12.  1.  0.]
"лучке
",[13. 21. 25. 12.  6.  0.]
"брасу
",[ 2. 18.  1. 19. 21.  0.]
"икнув
",[10. 12. 15. 21.  3.  0.]
"задых
",[ 9.  1.  5. 29. 23.  0.]
"пеклу
",[17.  6. 12. 13. 21.  0.]
"серых
",[19.  6. 18. 29. 23.  0.]
"фугою
",[22. 21.  4. 16. 32.  0.]
"телам
",[20.  6. 13.  1. 14.  0.]
"рекам
",[18.  6. 12.  1. 14.  0.]
"дейст
",[ 5.  6. 11. 19. 20.  0.]
"ахать
",[ 1. 23.  1. 20. 28.  0.]
"точен
",[20. 16. 25.  6. 15.  0.]
"волен
",[ 3. 16. 13.  6. 15.  0.]
"пятом
",[17. 33. 20. 16. 14.  0.]
"уголь
",[21.  4. 16. 13. 28.  0.]
"допус
",[ 5. 16. 17. 21. 19.  0.]
"кител
",[12. 10. 20.  6. 13.  0.]
"зовом
",[ 9. 16.  3. 16. 14.  0.]
"кисту
",[12. 10. 19. 20. 21.  0.]
"лаосу
",[13.  1. 16. 19. 21.  0.]
"виски
",[ 3. 10. 19. 12. 10.  0.]
"сутки
",[19. 21. 20. 12. 10.  0.]
"плута
",[17. 13. 21. 20.  1.  0.]
"пырее
",[17. 29. 18.  6.  6.  0.]
"ёрзал
",[ 7. 18.  9.  1. 13.  0.]
"нудно
",[15. 21.  5. 15. 16.  0.]
"манчи
",[14.  1. 15. 25. 10.  0.]
"матам
",[14.  1. 20.  1. 14.  0.]
"пляже
",[17. 13. 33.  8.  6.  0.]
"украд
",[21. 12. 18.  1.  5.  0.]
"выгля
",[ 3. 29.  4. 13. 33.  0.]
"лущит
",[13. 21. 27. 10. 20.  0.]
"аукал
",[ 1. 21. 12.  1. 13.  0.]
"аркою
",[ 1. 18. 12. 16. 32.  0.]
"ларцу
",[13.  1. 18. 24. 21.  0.]
"привс
",[17. 18. 10.  3. 19.  0.]
"новую
",[15. 16.  3. 21. 32.  0.]
"фибру
",[22. 10.  2. 18. 21.  0.]
"щупом
",[27. 21. 17. 16. 14.  0.]
"пенье
",[17.  6. 15. 28.  6.  0.]
"ухане
",[21. 23.  1. 15.  6.  0.]
"дуоли
",[ 5. 21. 16. 13. 10.  0.]
"оброн
",[16.  2. 18. 16. 15.  0.]
"товсь
",[20. 16.  3. 19. 28.  0.]
"фирма
",[22. 10. 18. 14.  1.  0.]
"сайку
",[19.  1. 11. 12. 21.  0.]
"конку
",[12. 16. 15. 12. 21.  0.]
"тапка
",[20.  1. 17. 12.  1.  0.]
"семгу
",[19.  6. 14.  4. 21.  0.]
"безме
",[ 2.  6.  9. 14.  6.  0.]
"ямною
",[33. 14. 15. 16. 32.  0.]
"входы
",[ 3. 23. 16.  5. 29.  0.]
"вступ
",[ 3. 19. 20. 21. 17.  0.]
"тягая
",[20. 33.  4.  1. 33.  0.]
"бабин
",[ 2.  1.  2. 10. 15.  0.]
"древн
",[ 5. 18.  6.  3. 15.  0.]
"панно
",[17.  1. 15. 15. 16.  0.]
"весел
",[ 3.  6. 19.  6. 13.  0.]
"плева
",[17. 13.  6.  3.  1.  0.]
"выруч
",[ 3. 29. 18. 21. 25.  0.]
"упечь
",[21. 17.  6. 25. 28.  0.]
"ялтой
",[33. 13. 20. 16. 11.  0.]
"уютны
",[21. 32. 20. 15. 29.  0.]
"шорох
",[26. 16. 18. 16. 23.  0.]
"обрей
",[16.  2. 18.  6. 11.  0.]
"емеля
",[ 6. 14.  6. 13. 33.  0.]
"ружьё
",[18. 21.  8. 28.  7.  0.]
"чурки
",[25. 21. 18. 12. 10.  0.]
"тыкве
",[20. 29. 12.  3.  6.  0.]
"фомке
",[22. 16. 14. 12.  6.  0.]
"гробь
",[ 4. 18. 16.  2. 28.  0.]
"малые
",[14.  1. 13. 29.  6.  0.]
"побег
",[17. 16.  2.  6.  4.  0.]
"одела
",[16.  5.  6. 13.  1.  0.]
"стави
",[19. 20.  1.  3. 10.  0.]
"опеля
",[16. 17.  6. 13. 33.  0.]
"вузам
",[ 3. 21.  9.  1. 14.  0.]
"розин
",[18. 16.  9. 10. 15.  0.]
"шитая
",[26. 10. 20.  1. 33.  0.]
"никог
",[15. 10. 12. 16.  4.  0.]
"аспид
",[ 1. 19. 17. 10.  5.  0.]
"клячо
",[12. 13. 33. 25. 16.  0.]
"клеве
",[12. 13.  6.  3.  6.  0.]
"сомры
",[19. 16. 14. 18. 29.  0.]
"тойон
",[20. 16. 11. 16. 15.  0.]
"биол.
",[ 2. 10. 16. 13. 35.  0.]
"шагом
",[26.  1.  4. 16. 14.  0.]
"гувер
",[ 4. 21.  3.  6. 18.  0.]
"сипел
",[19. 10. 17.  6. 13.  0.]
"нянин
",[15. 33. 15. 10. 15.  0.]
"мулом
",[14. 21. 13. 16. 14.  0.]
"серпы
",[19.  6. 18. 17. 29.  0.]
"ненуж
",[15.  6. 15. 21.  8.  0.]
"облил
",[16.  2. 13. 10. 13.  0.]
"двоих
",[ 5.  3. 16. 10. 23.  0.]
"нилыч
",[15. 10. 13. 29. 25.  0.]
"готье
",[ 4. 16. 20. 28.  6.  0.]
"лысух
",[13. 29. 19. 21. 23.  0.]
"уделу
",[21.  5.  6. 13. 21.  0.]
"цыпок
",[24. 29. 17. 16. 12.  0.]
"ленею
",[13.  6. 15.  6. 32.  0.]
"итало
",[10. 20.  1. 13. 16.  0.]
"вазою
",[ 3.  1.  9. 16. 32.  0.]
"ходяч
",[23. 16.  5. 33. 25.  0.]
"тёрну
",[20.  7. 18. 15. 21.  0.]
"тёски
",[20.  7. 19. 12. 10.  0.]
"вишни
",[ 3. 10. 26. 15. 10.  0.]
"ершей
",[ 6. 18. 26.  6. 11.  0.]
"игорю
",[10.  4. 16. 18. 32.  0.]
"керак
",[12.  6. 18.  1. 12.  0.]
"нулем
",[15. 21. 13.  6. 14.  0.]
"сякую
",[19. 33. 12. 21. 32.  0.]
"пулям
",[17. 21. 13. 33. 14.  0.]
"катюш
",[12.  1. 20. 32. 26.  0.]
"смуте
",[19. 14. 21. 20.  6.  0.]
"вента
",[ 3.  6. 15. 20.  1.  0.]
"парка
",[17.  1. 18. 12.  1.  0.]
"вдарю
",[ 3.  5.  1. 18. 32.  0.]
"рытою
",[18. 29. 20. 16. 32.  0.]
"борин
",[ 2. 16. 18. 10. 15.  0.]
"найми
",[15.  1. 11. 14. 10.  0.]
"рябил
",[18. 33.  2. 10. 13.  0.]
"питью
",[17. 10. 20. 28. 32.  0.]
"пиков
",[17. 10. 12. 16.  3.  0.]
"валка
",[ 3.  1. 13. 12.  1.  0.]
"мотае
",[14. 16. 20.  1.  6.  0.]
"нашло
",[15.  1. 26. 13. 16.  0.]
"тезах
",[20.  6.  9.  1. 23.  0.]
"набор
",[15.  1.  2. 16. 18.  0.]
"выкуй
",[ 3. 29. 12. 21. 11.  0.]
"гаеру
",[ 4.  1.  6. 18. 21.  0.]
"тибру
",[20. 10.  2. 18. 21.  0.]
"юрием
",[32. 18. 10.  6. 14.  0.]
"ляхам
",[13. 33. 23.  1. 14.  0.]
"киеве
",[12. 10.  6.  3.  6.  0.]
"раздр
",[18.  1.  9.  5. 18.  0.]
